Date,Caramelo-2,Caramelo-3,Toposi-1,Toposi-2H,La Estancia-1H
10/12/2016,1553.489,844.5652,1125.909,1473.548,0
10/13/2016,1609.061,873.0355,1177.009,1530.838,0
10/14/2016,1572.694,885.4321,1144.433,1485.017,0
10/15/2016,1574.814,919.8312,1148.213,1485.127,0
10/16/2016,1574.515,922.0817,1138.633,1466.84,0
10/17/2016,1576.05042,946.7563,1127.288,1448.991,0
10/18/2016,1576.004,956.9197,1125.828,1434.993,0
10/19/2016,1576.0482,971.5822,1120.917,1423.237,0
10/20/2016,1560.386,975.6288,1102.831,1387.535,0
10/21/2016,1552.429,983.7693,1088.626,1368.18,0
10/22/2016,1548.425,987.0747,1081.173,1360.517,0
10/23/2016,1544.907,996.3016,1077.669,1356.31,0
10/24/2016,1540.4,1003.798,1074.358,1348.997,0
10/25/2016,1539.799,1011.081,1076.775,1346.777,0
10/26/2016,1531.761,1016.788,1064.025,1337.807,0
10/27/2016,1526.46,1022.232,1053.657,1330.409,0
10/28/2016,1443.012,764.4615,817.8257,1003.579,0
10/29/2016,1603.699,831.962,1137.846,1502.248,0
10/30/2016,1557.063,937.614,1098.794,1501.267,0
10/31/2016,1546.144,957.113,1077.874,1485.292,0
11/1/2016,1540.786,927.698,1063.554,1471.596,0
11/2/2016,1551.537,970.778,1059.979,1470.53,0
11/3/2016,1534.867,999.215,1036.303,1440.03,0
11/4/2016,1531.661,1012.183,1027.793,1421.275,0
11/5/2016,1537.174,1024.88,1025.616,1418.027,0
11/6/2016,1527.293,1030.766,1011.24,1394.025,0
11/7/2016,1481.071,1029.82,958.046,1326.897,0
11/8/2016,1484.518,1047.026,1091.041,1341.07,0
11/9/2016,1501.37,1068.307,1179.047,1355.683,0
11/10/2016,1497.76,1072.149,1167.007,1345.147,0
11/11/2016,1507.149,993.6483,1167.091,1357.242,0
11/12/2016,1505.935,1067.03,1147.795,1339.296,0
11/13/2016,1505.935,1083.611,1138.201,1333.907,0
11/14/2016,1505.93,1082.628,1106.453,1317.083,0
11/15/2016,1479.326,1091.824,1100.806,1326.497,0
11/16/2016,1492.542,1104.956,1120.212,1353.506,0
11/17/2016,1483.008,1110.569,1103.809,1331.379,502.1989
11/18/2016,1470.014,1087.591,1091.361,1365.048,920.2332
11/19/2016,1466.718,1109.725,1086.675,1507.208,590.3005
11/20/2016,1447.341,1093.059,1064.743,1476.911,0
11/21/2016,1387.936,1087.307,1015.668,1403.585,0
11/22/2016,1419.479,1104.554,1039.958,1418.247,0
11/23/2016,1445.637,1160.041,1059.293,1438.47,0
11/24/2016,1433.66,1175.121,1036.525,1408.261,0
11/25/2016,1423.186,1175.407,1019.28,1381.516,0
11/26/2016,1414.809,1174.243,1011.135,1363.016,0
11/27/2016,1419.738,1174.722,1012.245,1357.157,0
11/28/2016,1432.882,1173.649,1016.74,1360.625,0
11/29/2016,518.872,1170.885,1015.38,1359.387,0
11/30/2016,665.236,1155.492,996.435,1335.39,0
12/1/2016,1598.195,1164.116,918.721,1261.605,0
12/2/2016,703.248,1164.033,940.682,1314.238,0
12/3/2016,1449.781,1156.431,939.65,1311.859,0
12/4/2016,2099.33,1136.682,929.586,1301.201,0
12/5/2016,2111.036,1110.923,912.774,1284.699,0
12/6/2016,2167.3,1106.269,932.7701,1305.572,0
12/7/2016,2218.261,1103.949,931.984,1307.502,0
12/8/2016,1205.777,478.4706,534.0804,638.0092,0
12/9/2016,1910.4381,968.5656,1037.63397,1261.87328,0
12/10/2016,1918.7954,1045.4967,993.0937,1246,0
12/11/2016,2115.168,1142.715,987.3758,1257.178,441.9801
12/12/2016,2065.792,1154.914,937.035,1213.368,891.1867
12/13/2016,2062.016,1179.39,938.7883,1217.023,893.9382
12/14/2016,2072.261,1210.317,951.9811,1236.063,903.4836
12/15/2016,2058.752,1223.813,917.9009,1207.809,893.7161
12/16/2016,2013.064,1203.837,869.1306,1178.7621,877.0984
12/17/2016,2069.329,1245.265,926.4723,1245.207,902.2814
12/18/2016,1719.881,1189.052,911.9077,1238.019,1085.101
12/19/2016,1532.06,1211.804,867.8792,1196.099,1153.987
12/20/2016,1528.09,1271.72,854.45,1182.201,1470.79
12/21/2016,1555.613,1295.27,878.1454,1199.508,1687.945
12/22/2016,1542.915,1287.15,851.53,1190.576,1669.461
12/23/2016,1519.786,1278.47,823.8979,1157.072,1643.251
12/24/2016,1535.049,1287.87,834.7529,1161.039,1656.816
12/25/2016,1510.11,1268.769,802.5171,1125.165,1630.807
12/26/2016,1484.726,1218.086,792.2769,1089.843,1605.374
12/27/2016,1497.485,1272.978,808.5892,1092.374,1617.731
12/28/2016,1513.816,1275.727,815.985,1099.622,1631.296
12/29/2016,1530.683,1285.251,822.519,1111.422,1646.016
12/30/2016,1506.13,1285.979,788.193,1085.385,1621.966
12/31/2016,1477.986,1274.425,777.747,1045.429,1596.023
1/1/2017,1454.29,1264.791,773.685,1014.884,1576.128
1/2/2017,1492.706,1274.275,813.95,1044.821,1608.843
1/3/2017,1501.98,1279.356,815.692,1078.825,1614.51
1/4/2017,1465.52,1267.726,800.091,1034.828,1581.555
1/5/2017,1514.633,1283.369,821.452,1077.815,1622.969
1/6/2017,1544.39,1302.974,824.146,1155.85,1649.573
1/7/2017,1514.668,1301.045,799.3864,1131.747,1619.968
1/8/2017,1461.667,1280.1,761.5558,1070.83,1568.695
1/9/2017,1508.502,1291.52,999.1814,1107.966,1609.134
1/10/2017,1539.662,1309.533,989.2825,1156.867,1634.942
1/11/2017,1518.925,1306.623,972.9911,1132.182,1612.234
1/12/2017,1531.164,1317.163,965.8309,1136.215,1620.606
1/13/2017,1540.656,1325.002,967.3065,1141.229,1626.821
1/14/2017,1553.894,1337.291,963.169,1162.481,1635.236
1/15/2017,1525.735,1328.33,911.7979,1142.519,1606.583
1/16/2017,1480.673,1312.202,852.1077,1090.207,1559.57
1/17/2017,1485.635,1305.893,874.8212,1084.762,1562.93
1/18/2017,1534.964,1324.145,913.3191,1136.673,1609.342
1/19/2017,1573.025,1353.784,965.6392,1234.451,1640.944
1/20/2017,1587.391,1371.685,1019.5704,1266.528,1652.368
1/21/2017,1600.322,1380.719,1083.632,1304.621,1656.109
1/22/2017,1523.322,1355.843,981.7115,1217.2578,1583.328
1/23/2017,1511.702,1348.941,957.2297,1195.152,1569.516
1/24/2017,1532.177,1348.318,894.168,1205.158,1307.60237
1/25/2017,1543.066,1355.69579,844.8832,1203.908,1115.035
1/26/2017,1524.397,1348.246,828.3301,1037.661,1102.87
1/27/2017,1495.994,1335.695,814.6,916.425,1081.951
1/28/2017,1474.227,1325.848,808.693,890.812,1067.148
1/29/2017,1427.125,1302.44,798.577,851.747,1032.577
1/30/2017,1426.697,1249.034,807.583,842.76,1031.219
1/31/2017,1453.971,1303.758,813.532,850.113,1051.54
2/1/2017,1499.89,1351.691,825.97,876.66,1084.022
2/2/2017,1513.34,1366.604,819.847,884.879,1092.64
2/3/2017,1506.806,1362.346,811.79209,872.85369,1087.315
2/4/2017,1488.359,1344.874,805.554,850.368,1072.476
2/5/2017,1477.024,1335.601,801.014,832.692,1064.424
2/6/2017,1341.374,1340.793,818.819,846.9417,935.473
2/7/2017,1134.663,1343.168,804.3178,837.3546,754.1217
2/8/2017,1127.527,1341.208,804.4434,823.8757,762.6429
2/9/2017,1135.496,1346.174,806.9648,823.8608,775.7851
2/10/2017,1123.269,1340.073,795.293,804.9071,766.6848
2/11/2017,1083.952,1319.952,779.4987,760.6643,739.2805
2/12/2017,1119.984,1331.572,804.4193,792.254,762.3639
2/13/2017,1127.061,1335.831,799.3014,790.941,765.74755
2/14/2017,1125.949,1340.193,797.9827,785.5736,764.7701
2/15/2017,1158.648,1352.175,817.3038,820.3931,788.4211
2/16/2017,1197.696,1414.197,829.6645,872.2941,814.1121
2/17/2017,1218.053,1445.304,838.3771,847.6083,826.6937
2/18/2017,1192.256,1440.91,818.3573,912.9957,807.5673
2/19/2017,1216.217,1457.709,874.3276,942.8657,823.434
2/20/2017,1224.991,1470.049,853.454,953.2626,828.6548
2/21/2017,1185.913,1450.861,803.8383,895.2982,801.6806
2/22/2017,1219.935,1466.032,849.7379,936.4622,824.5184
2/23/2017,1248.262,1472.1032,873.7042,970.8021,820.8358
2/24/2017,1107.5684,798,929.8479,907.5221,762.2235
2/25/2017,1228.228,1137.609,878.2501,987.5873,815.8804
2/26/2017,1204.99,1525.059,833.946,950.405,810.293
2/27/2017,1179.698,1501.313,806.5711,910.4257,784.805
2/28/2017,1139.217,1460.659,798.3614,858.9372,615.8588
3/1/2017,1175.956,1470.326,809.7093,893.0763,791.414
3/2/2017,1312.183,1383.669,831.3023,940.0407,924.6854
3/3/2017,1477.068,496.3448,867.8151,1170.509,1454.642
3/4/2017,1458.24,1495.26,954.704,1199.2015,1384.2154
3/5/2017,1195.921,1415.925,878.817,1050.201,1239.374
3/6/2017,1140.476,1366,816.202,989.832,1110.225
3/7/2017,1097.92,1316.32,792.882,940.9489,1080.032
3/8/2017,1081.576,1298.159,805.4849,928.1062,1077.403
3/9/2017,1102.504,1343.223,802.2197,926.1788,1085.773
3/10/2017,1085.121,1376.296,796.752,902.2161,1064.892
3/11/2017,1097.268,1403.194,799.6081,908.3628,1078.753
3/12/2017,1077.935,1402.347,790.7713,885.6084,1055.737
3/13/2017,1078.401,1349.448,793.7535,879.5648,1053.528
3/14/2017,1091.347,1368.253,798.2614,883.2143,1066.927
3/15/2017,1109.795,1413.365,802.2905,893.1904,1087.431
3/16/2017,1119.372,1445.699,804.224,897.7045,1098.22
3/17/2017,1155.356,1500.831,818.2102,930.3466,1144.692
3/18/2017,1145.077,1516.702,796.57,910.1797,1129.694
3/19/2017,1081.18,1467.936,766.5324,838.4101,1051.203
3/20/2017,1060.207,1419.231,775.3309,810.6589,1022.294
3/21/2017,1077.056,1417.642,785.907,820.8904,1041.398
3/22/2017,1123,1459.304,803.7789,859.8323,1095.3
3/23/2017,1162.12583,1517.67144,813.4949,897.648,1147.474
3/24/2017,1141.044,1509.397,781.8303,863.3871,1115.582
3/25/2017,1100.021,1476.192,770.471,814.5607,1064.304
3/26/2017,1101.452,1468.194,776.7565,808.8076,1064.995
3/27/2017,1088.851,1456.011,769.9332,785.6081,1046.18
3/28/2017,1091.283,1440.921,776.415,781.851,1047.919
3/29/2017,1121.095,1469.568,791.021,807.813,1083.414
3/30/2017,1168.58,1518.932,805.464,861.131,1136.58
3/31/2017,1170.304,1505.692,794.312,857.264,1130.723
4/1/2017,1161.698,1519.392,780.236,840.236,1116.872
4/2/2017,1128.245,1485.587,768.749,786.608,1073.273
4/3/2017,1090.343,1448.338,747.739,735.081,1023.195
4/4/2017,1059.777,1424.342,693.686,739.475,984.721
4/5/2017,1071.973,1429.217,720.348,748.231,995.119
4/6/2017,1127.279,1467.471,793.554,758.114,1049.32
4/7/2017,1111.93,1456.742,762.4041,731.5707,1023.262
4/8/2017,1111.754377,1445.188716,762.8153,725.028772,1019.689402
4/9/2017,1024.141,1322.907,741.4405,837.3818,945.3898
4/10/2017,1017.89,1281.573,920.7728,1097.747,985.1902
4/11/2017,1298.381,1420.16,964.631,1259.047,1013.069
4/12/2017,1492.639,1428.571,931.7589,1227.247,995.1573
4/13/2017,1543.079,1478.27,964.0729,1274.041,1041.64
4/14/2017,1458.459,1449.21,861.6882,1191.132,969.2286
4/15/2017,1457.105,1427.169,857.8683,1180.558,968.5583
4/16/2017,1461.81,1431.678,848.7922,1173.232,1048.974
4/17/2017,1468.171,1431.153,842.8792,1163.254,1218.031
4/18/2017,1446.888,1419.376,813.3797,1141.762,1261.638
4/19/2017,1489.907,1394.224,851.9515,1171.954,1314.156
4/20/2017,1535.33,1446.472,885.4891,1259.319,1407.838
4/21/2017,1563.769,1501.21,944.2309,1301.752,1437.222
4/22/2017,1581.75,1532.656,1024.3,1352.216,1467.792
4/23/2017,1550.781,1498.262,986.137,1314.47,1434.507
4/24/2017,1536.471,1479.065,958.5083,1288.925,1416.814
4/25/2017,1517.617,1454.361,927.7773,1257.985,1392.425
4/26/2017,1520.846,1459.163,923.8591,1249.68,1368.302
4/27/2017,1528.19,1463.693,923.513,1251.546,1364.859
4/28/2017,1527.174,1460.277,915.365,1243.365,1392.666
4/29/2017,1383.92,1394.212,768.719,1122.671,1259.886
4/30/2017,1329.09,1212.112,855.788,1070.22,933
5/1/2017,1379.139,1365.824,1022.18,1269.774,1354.068
5/2/2017,1279.876,1527.617,1254.511,1458.27,1355.81
5/3/2017,1281.334,1585.502,1160.365,1375.369,1152.828
5/4/2017,1271.843,1684.49,1220.615,1295.362,1144.587
5/5/2017,1267.74,1817.305,1210.154,1268.356,1140.562
5/6/2017,1280.90042,1835.94628,1222.764,1463.133,1150.588
5/7/2017,1275.300278,1799.672305,1198.3048,1433.87,1144.488718
5/8/2017,1281.628,1864.345,1149.2388,1466.21136,1151.029
5/9/2017,1297.919,1968.568,1156.292,1490.883,1169.966
5/10/2017,1295.679,2007.334,1154.2086,1338.46,1165.218
5/11/2017,1295.835,2036.404,1144.681,1149.8472,1162.107
5/12/2017,1294.674,2048.073,1131.039,1141.784,1159.386
5/13/2017,1289.68,2065.924,1121.877,1131.452,1153.383
5/14/2017,1280.817,2089.097,1115.558,1120.065,1144.866
5/15/2017,1291,2081.892,1121.929,1118.988,1150.791
5/16/2017,1271.325,2083.089,1101.139,1098.764,1132.717
5/17/2017,1288.878,2122.348,1129.375,1105.504,1144.971
5/18/2017,924.2917,1982.289,1007.076,1006.553,1041.014
5/19/2017,698.4035,1887.577,915.1567,931.2301,968.7286
5/20/2017,823.8084,1798.959,895.8965,918.473,963.231
5/21/2017,1074.088,1734.289,877.5333,892.8466,945.3441
5/22/2017,1071.224,1661.263,878.0546,928.9806,1033.926
5/23/2017,1030.882,1595.673,833.9298,1026.483,1278.215
5/24/2017,1064.534,1584.42,863.1476,1055.04,1329.005
5/25/2017,1167.509,1680.696,949.4765,1183.349,1496.424
5/26/2017,1215.693,1808.548,990.2484,1284.016,1524.319
5/27/2017,1083.081,1716.027,838.154,1120.913,1380.351
5/28/2017,1086.945,1652.377,851.331,1113.865,1369.454
5/29/2017,1129.425,1690.568,875.485,1151.591,1452.607
5/30/2017,1065.818,1298.039,807.758,1064.415,1366.336
5/31/2017,776.359,1663.828,770.93,1007.831,1315.556
6/1/2017,661.451,1675.389,772.513,1007.143,1327.531
6/2/2017,671.922,1708.382,780.827,1011.815,1097.643
6/3/2017,702.4829,1799.822,820.008,959.392,1013.582
6/4/2017,697.299,1841.855,760.369,890.365,998.559
6/5/2017,689.8619,1854.139,780.108,841.245,982.385
6/6/2017,701.8724,1871.094,809.8964,851.9447,1009.671
6/7/2017,737.2548,1994.552,871.6634,895.612,899.6478
6/8/2017,749.0997,2039.961,895.6972,908.4158,770.9008
6/9/2017,754,2036.914,907.0859,911.3511,752.4028
6/10/2017,775.1313,2111.07,1005.71,945.6134,783.6468
6/11/2017,769.7454,2155.059,1001.089,932.0696,762.7697
6/12/2017,717.1076,2055.277,889.1342,828.4212,716.8765
6/13/2017,742.8763,2025.201,939.8641,871.8854,743.9822
6/14/2017,716.6958,1947.434,872.032,815.7213,717.7357
6/15/2017,718.3237,1887.693,886.3206,809.8071,723.4911
6/16/2017,732.743,1882.387,894.9356,830.2637,749.173
6/17/2017,695.0366,1708.678,820.2701,754.6288,700.2061
6/18/2017,690.7079,1862.873,814.8871,737.4952,700.7184
6/19/2017,695.5945,1933.76,824.1191,741.722,828.0012
6/20/2017,718.2554,2063.618,846.9402,773.6011,1049.818
6/21/2017,708.0752,2059.701,820.8823,746.1149,1018.632
6/22/2017,695.1489,2003.023,794.0344,714.917,999.3514
6/23/2017,700.854,1968.818,803.622,784.167,1103.087
6/24/2017,924.2752,1851.294,784.5775,1042.769,1316.626
6/25/2017,1054.185,1938.152,775.8663,1032.007,1325.71
6/26/2017,982.987,1838.558,732.885,934.169,1221.268
6/27/2017,986.554,1769.747,732.989,930.901,1226.672
6/28/2017,1237.395,1750.373,743.908,935.902,1244.977
6/29/2017,1477.692,1831.71,748.692,970.14,1602.619
6/30/2017,1488.976,1875.808,752.511,974.576,1844.871
7/1/2017,1209.5,1795.989,720.053,915.223,1767.97
7/2/2017,1460.43467,1760.04105,717.6182,892.6464,1740.638
7/3/2017,1429.262,1698.43,718.473,847.986,1699.686
7/4/2017,1420.505,1659.914,721.373,828.6532,1689.492
7/5/2017,1453.589,1682.988,728.1194,852.4349,1756.25
7/6/2017,1460.038,1710.263,727.3514,849.1491,1743.705
7/7/2017,1457.043,1716.979,719.7469,836.9147,1748.549
7/8/2017,1459.337,1730.94,721.9016,831.2758,1728.33
7/9/2017,1512.96028,1809.5392,736.6339,880.3442,1840.951
7/10/2017,1537.705,1828.095,740.0003,922.1656,1889.037
7/11/2017,1558.235,1811.293,742.23384,995.4445,1934.9045
7/12/2017,1514.252,1794.211,716.894,937.4263,1871.065
7/13/2017,1520.946,1775.565,782.99511,936.16767,1868.793
7/14/2017,1593.051,1862.492,859.5952,1103.393,1991.196
7/15/2017,1611.471,2006.823,911.6791,1174.739,2028.652
7/16/2017,1220.253,2047.726,914.3044,1157.991,1290.238
7/17/2017,1149.902,2128.534,1004.913,1231.815,1127.556
7/18/2017,1165.698,2270.011,1068.207,1074.13,1147.42698
7/19/2017,1165.846,2313.311,1076.199,1009.754,1141.605
7/20/2017,1173.752,2354.841,970.2425,1011.905,892.51
7/21/2017,1174.365,2391.702,905.7336,983.8132,768.7922
7/22/2017,1177.038,2421.629,889.4258,972.2657,769.1124
7/23/2017,1158.222,2355.813,851.9719,938.5629,762.4005
7/24/2017,973.8075,1984.821,735.65,764.3185,629.0416
7/25/2017,997.5554,1970.985,773.876,779.011,654.6681
7/26/2017,1115.182,1575.026,831.574,890.2503,1166.837
7/27/2017,1087.036,2035.213,810.369,856.356,1409.66
7/28/2017,1157.5133,2207.4547,890.365,920.125,1501.199
7/29/2017,1142.82729,2261.85733,803.433,872.343,1463.202
7/30/2017,1066.534,2136.261,774.08759,823.0974,1349.419
7/31/2017,992.0525,2000.955,756.9766,741.4672,1242.261
8/1/2017,1007.905,1920.497,775.332,751.8473,1266.677
8/2/2017,1023.006,1887.571,758.4789,758.4789,1288.644
8/3/2017,1031.441,1855.789,778.1245,756.4399,1298.645
8/4/2017,1006.595,1824.038,760.6975,721.606,1259.257
8/5/2017,967.601,1748.147,754.5652,678.1514,1199.721
8/6/2017,964.4017,1677.532,758.7549,740.559,1199.101
8/7/2017,967.0154,1652.669,762.299,798.6144,1193.995
8/8/2017,1017.55,1698.818,773.7465,864.0816,1266.806
8/9/2017,1007.743,1714.854,761.7047,844.2017,1247.724
8/10/2017,1021.417,1740.3,768.8025,863.4257,1267.447
8/11/2017,827.458,1473.859,654.9169,692.3594,1276.705
8/12/2017,1161.682,1787.917,875.3516,899.8283,1288.36
8/13/2017,1387.109,1836.319,848.4158,869.0963,1255.398
8/14/2017,1336.278,1789.699,795.7158,813.5895,1202.021
8/15/2017,1357.266,1810.739,806.7599,827.7322,1232.572
8/16/2017,1382.315,1844.875,812.192,841.8021,1252.069
8/17/2017,1360.717,1847.29,777.9118,806.5359,1226.904
8/18/2017,1388.104,1871.584,795.2477,831.9266,1255.033
8/19/2017,1409.903,1920.416,799.992,868.8898,1273.858
8/20/2017,1400.155,1929.223,777.5292,876.4831,1264.73
8/21/2017,1311.701,1814.704,734.5748,771.8703,1165.033
8/22/2017,1368.557,1777.479,779.6456,824.4698,1229.099
8/23/2017,1452.44685,1923.33727,823.22031,977.57758,1300.084
8/24/2017,1530.907,2150.888,974.9251,1243.28,1425.177
8/25/2017,1504.432,2131.413,954.956,1218.109,1414.669
8/26/2017,1506.9,2056.218,993.987,1244.464,1415.454
8/27/2017,1243.221,1866.858,776.4625,995.6571,1129.686
8/28/2017,1420.861,1936.87,923.0175,1134.089,1318.531
8/29/2017,1437.106,2009.729,909.6133,1137.147,1332.759
8/30/2017,1255.763,1863.869,772.8424,970.2167,1145.424
8/31/2017,1361.468,1879.628,874.0377,1066.678,1260.489
9/1/2017,1506.001,2092.262,973.8448,1235.226,1409.285
9/2/2017,1350.025,1938.45,812.3992,1076.513,1229.543
9/3/2017,1247.349,1774.6,786.2216,981.2171,1120.859
9/4/2017,1313.593,1780.874745,805.5395,1042.482,1224.358
9/5/2017,1292.199,1726.736288,784.8571,1016.931,1208.255
9/6/2017,1306.965,1701.246,774.176,990.0233,1185.454
9/7/2017,1322.814,1695.881,780.5671,991.7207,1199.678
9/8/2017,1354.739,1734.6,796.2826,1016.36,1229.122
9/9/2017,1393.083,1832.435,812.1381,1039.815,1276.581
9/10/2017,1339.931,1807.711,767.0141,973.969,1206.916
9/11/2017,1341.03,1770.348,785.5012,969.1078,1208.294
9/12/2017,1436.99,1897.773,843.603,1056.574,1301.086
9/13/2017,1342.174,1828.634,776.5614,949.7898,1241.991
9/14/2017,1499.265,1965.055,918.0342,1177.875,1415.679
9/15/2017,1493.726,1965.529,910.7119,1183.497,1406.758
9/16/2017,1087.793,1968.003,871.1254,1149.614,1363.27896
9/17/2017,735.8013,1864.165,805.4905,1047.871,1252.215
9/18/2017,790.4019,1901.723,814.8871,1144.641,1366.125
9/19/2017,761.989,1851.51,793.6499,1061.78,1282.335
9/20/2017,734.5387,1769.541,767.2197,986.6594,1209.245
9/21/2017,794.6636,1872.196,841.1649,1090.2033,1263.478
9/22/2017,705.0960659,1790.72,708.1331752,923.4472996,1094.383129
9/23/2017,745.3807,1765.526,759.7845,975.8752,1211.052
9/24/2017,732.9777,1702.051,730.145,955.364,1174.854
9/25/2017,746.77,1700.798,710.245,950.236,1207.687
9/26/2017,779.4304,1816.27,784.2067,1012.764,1269.11
9/27/2017,778.1541,1768.694,760.9954,994.6943,1267.088
9/28/2017,760.315,1720.369,751.2531,905.8491,1189.09
9/29/2017,790.125,1760.125,767.8673,964.5725,1267.075
9/30/2017,756.2994,1638.114,755.124,945.124,1213.808
10/1/2017,730.258,1670.258,735.4965,852.7313,1160.345
10/2/2017,726.4966,1604.501,747.593,827.2125,1144.095
10/3/2017,760.258,1680.257,805.247,950.247,1222.203
10/4/2017,752.124,1671.254,788.351,926.315,1267.331
10/5/2017,771.025,1669.395,749.472,902.639,1251.655
10/6/2017,758.5499,1660.285,736.4701,847.0841,1199.586
10/7/2017,766.9976,1691.64,733.2676,950.7884,1220.718
10/8/2017,764.6887,1667.266,923.0373,1346.183,1215.802
10/9/2017,732.9008,1620.94,843.2418,1272.557,1139.361
10/10/2017,784.3943,1657.5,917.398,1411.02,1245.01
10/11/2017,782.2851,1044.556,878.4982,1483.851,1243.606
10/12/2017,748.5513,1660.111,793.0564,1362.34,1285.188
10/13/2017,761.2373,1692.764,808.4244,1399.393,1359.434
10/14/2017,784.9174,1635.048,770.7082,1336.94,1456.002
10/15/2017,919.8206,1574.579,743.2741,1285.828,1351.841
10/16/2017,957.1366,1572.95,773.6381,1335.044,1402.091
10/17/2017,961.434,1630.277,743.1013,1261.247,1365.787
10/18/2017,1219.945,1595.496,778.8254,1319.018,1419.581
10/19/2017,1412.033,1573.339,781.5559,1350.737,1499.099
10/20/2017,1386.693,1543.695,762.8155,1319.11,1491.141
10/21/2017,1431.406,1567.588,957.8847,1538.787,1558.924
10/22/2017,1374.425,1547.805,1029.63473,1594.93488,1492.378
10/23/2017,1212.568,1504.393,1041.685,1624.464,1540.874
10/24/2017,1022.272,1497.57534,1020.258,1598.364,1242.545
10/25/2017,1062.421,1556.011,1050.258,1610.253,1002.254
10/26/2017,999.996,1494.61707,1060.358,1660.258,957.7871
10/27/2017,1042.45996,1575.867,1256.221,1815.609,1037.666
10/28/2017,1063.153,1468.718,1280.13,1799.5884,1017.26
10/29/2017,1073.177,1398.767,1276.495,1803.056,1021.608
10/30/2017,1055.502,1307.771,1257.558,1768.096,996.4098
10/31/2017,1079.502,1280.398,1290.428,1810.079,1022.625
11/1/2017,1094.334,1266.561,1320.462,1848.925,1039.75
11/2/2017,1072.065,1041.41,1347.481,1871.316,1041.307
11/3/2017,1084.962,1315.179,1352.85,1856.843,1026.28
11/4/2017,1091.293,1275.41,1355.427,1870.218,1033.721
11/5/2017,1073.072,1266.835,1308.103,1816.292,1009.187
11/6/2017,1053.562,1252.939,1261.849,1754.849,981.8107
11/7/2017,1024.154,1234.186,1208.815,1648.883,945.9465
11/8/2017,1047.094,1242.562,1238.76,1706.558,970.8002
11/9/2017,1079.762,1323.185,1311.469,1813.719,1009.916
11/10/2017,1080.932,1548.395,1303.505,1936.59,1018.529
11/11/2017,993.9802,1470.166,1147.352,1737.582,903.756
11/12/2017,1020.444,1449.659,1188.162,1767.412,939.2761
11/13/2017,1021.078,1442.054,1173.735,1724.377,933.5494
11/14/2017,1046.674,1471.82,1202.052,1751.091,962.8008
11/15/2017,1008.223,1431.91,1119.21,1629.674,914.70175
11/16/2017,1045.634,1430.126,1213.902,1728.492,959.172
11/17/2017,921.2181,1328.609,1057.89,1498.34,805.5361
11/18/2017,1025.022,1431.037,1197.081,1730.649,932.4706
11/19/2017,1021.2518,1392.8742,1170.422,1701.475,914.7219
11/20/2017,1046.4827,1448.0524,1144.33,1672.12,904.2584
